title	description	Authors	Source	Publication Month	Publication Day	Publication Year
1er mai : des rassemblements dans toute la France	"Dans de nombreuses grandes villes de France, les rassemblements du 1er mai ont débuté ce lundi matin. Les syndicats n'étaient pas tous d'accord avec le message à faire passer.Des manifestations en ordre dispersé un peu partout en France. À Bordeaux (Gironde), ce lundi 1er mai au matin, ils étaient plusieurs milliers à battre le pavé dans des cortèges différents. Une volonté commune malgré tout : faire barrage au FN. \"Nous dénonçons l'imposture de ce parti qui prône la xénophobie, l'homophobie, le sexisme et le racisme\", explique Corinne Versigny, secrétaire générale CGT. Une mobilisation bien moins importante qu'en 2002 À Chambéry (Savoie), même division des syndicats. La CGT, FSU et Solidaires ont manifesté à l'écart pour appeler à la résistance contre le racisme et la haine. Mais pas question pour autant d'appeler à voter Emmanuel Macron. À Lille (Nord), les syndicats ont marqué leur différence. Ils ont décidé de défiler ensemble. Une mobilisation qui reste cependant bien moins importante qu'en 2002. À Lille, ils étaient près de 1 300 selon la police, loin des 30 000 personnes descendues dans la rue contre Jean-Marie Le Pen."	Pierre-Yves Grenu	France 3	5	1	2017
1er mai : la mobilisation des Whirlpool	"Ce matin comme tous les jours depuis une semaine, ils étaient mobilisés devant leur usine à Amiens.A Amiens (Somme), Elisabeth Normand et ses collègues ouvriers chez Whirlpool sont venus défendre leurs emplois ; ils sont là depuis 5 heures ce matin. Le 1er mai est désormais devenu un jour de grève comme les autres pour eux. \"Cette année pour nous il n'y a pas de 1er mai, on va perdre notre travail dans un an donc pour nous ce n’est pas la fête du travail\", explique Elisabeth. Une cagnotte sur internet Parmi les salariés, beaucoup sont désabusés. À six jours de la présidentielle, peu croient encore en une solution politique. Dans les rues d'Amiens, la plupart des habitants se montrent solidaires du combat des salariés de l'usine. Une décision inacceptable selon eux. \"Le gouvernement doit être très clair, il doit donner des aides, et dire : 'Comment on peut avoir autant de bénéfices et toujours vouloir délocaliser ?'\", analyse une habitante. Les salariés de Whirlpool ont lancé une cagnotte sur internet pour soutenir leur mouvement. Ils ont déjà récolté plus de 7 000 euros."	Thomas Horeau	France 2	5	1	2017
1er mai : pas d'union des syndicats contre le FN	"Contrairement à 2002, les syndicats n'ont pas réussi à se mettre d'accord sur un seul mot d'ordre pour faire bloc contre l'accession du Front national au second tour en ce lundi 1er mai. C'est la CFDT qui a ouvert le bal des manifestations ce matin.Pour célébrer la fête du Travail, la CFDT est le premier des principaux syndicats à rassembler les travailleurs ce lundi 1er mai au matin dans la capitale avec pour seul mot d'ordre : faire barrage à Marine Le Pen en votant Emmanuel Macron. \"Aujourd'hui, ce n'est pas un rassemblement pour dire que le programme de monsieur Macron nous convient, c'est d'abord pour dire stop au Front national (...)\", explique Laurent Berger, secrétaire général de la CFDT. Loin du rassemblement de 2002 Militants au sein du syndicat ou simples citoyens, les manifestants sont unis autour de cette idée : contrer le Front national. Les syndicats n'ont pas fait bloc cette année contrairement à 2002. La CGT ou Force ouvrière n'appellent pas clairement à voter Emmanuel Macron. Les autres syndicats appellent à manifester cet après-midi à Paris et dans de nombreuses villes de France."	Thomas Horeau	France 2	5	1	2017
1er mai : qui sont les casseurs ?	"C'est l'image marquante de ces dernières 24 heures : un CRS en flammes, qui a reçu un cocktail Molotov en marge des manifestations du 1er mai. Cinq autres agents ont également été blessés. Qui sont ces casseurs que l'on a tant de mal à interpeller ?Des slogans anticapitalistes, des manifestants au visage masqué : ultra-gauche, anarchistes, ils étaient hier en tête de cortège pour les rassemblements du 1er mai. Mais dans ces rangs, une poignée d'individus encore plus radicaux : les casseurs. Ils sont venus comme souvent en découdre avec la police. Ils sont vêtus de noir, et équipés pour la casse. Dans leurs sacs à dos, des pavés, des marteaux, des pioches. Hier, certains avaient même confectionné des explosifs artisanaux, comme ce pétard scotché à un aérosol. C'est ce type d'arme qui aurait grièvement brûlé un CRS. Des méthodes rôdées \"C'est toujours les mêmes individus, des professionnels de la casse, qui sont très très bien organisés, qui s'infiltrent dans les manifestations et s'éclatent en petits groupes pour pouvoir casser du policier\", explique Fabien Vanhemelryck, du syndicat de police Alliance. Même connus, ils sont pourtant difficiles à appréhender, car leurs méthodes sont bien rodées. Pour passer inaperçus, ils se déshabillent, et laissent leurs vêtements au sol comme hier. Ils peuvent ainsi se réintroduire dans le défilé incognito et échapper aux contrôles des forces de l'ordre."	Thomas Horeau	France 2	5	2	2017
20 ans de la mort de la Princesse Diana : Harry et William témoignent pour la première fois	L'essentiel HOMMAGE - Pour la première fois, les princes William et Harry réagissent à la mort de leur mère. Ce témoignage est issu d’un documentaire de la BBC. Leur mère, Diana Spencer (la princesse Lady Di) est décédée il y a pratiquement 20 ans à Paris. A l’époque, ils avaient 15 et 12 ans. Ils racontent notamment la dernière conversation qu'ils ont eu avec leur mère.  Ce reportage est issu du journal télévisé de 20h du 24 juillet 2017 présenté par Julien Arnaud sur TF1. Vous retrouverez au programme du JT de 20h du 24/07/2017 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	7	23	2017
2017 : ces visages qui ont marqué l'année	Quels ont été les visages présents lors de cette année 2017 ? Certains sont très présents, voire trop. D'autres nous manquent déjà.Des femmes et des hommes nous ont particulièrement émus, bousculés ou inquiétés en cette année 2017. Chacune des apparitions de Kim Jong-Un donne des sueurs froides. Le leader suprême de la Corée du Nord ravive la menace d'une guerre nucléaire. À sa manière, Donald Trump, lui, incarne le rêve américain pour certains, un cauchemar pour d'autres. À 70 ans, le milliardaire républicain porté à la tête de la première puissance mondiale gouverne à grands coups de discours et de provocations. Des personnalités de changement À 39 ans, avec une ascension fulgurante, Emmanuel Macron accède à la présidence de la République française. Inconnu des Français il y a encore trois ans, il est le plus jeune président de la Ve République et bouscule le traditionnel clivage droite-gauche. Carles Puigdemont, lui, incarne le rêve d'indépendance. L'ancien président de la Catalogne défie l'Espagne et menace l'unité du pays.	Elsa Pallot	France 2	12	29	2017
2017 : quelles résolutions ?	"Le 1er janvier s'accompagne traditionnellement de son lot de bonnes résolutions. Faire du sport, arrêter de fumer, consacrer du temps à sa famille, tour d'horizon des résolutions 2017 des Français.À peine les cadeaux déballés, le repas du réveillon digéré, et voilà que revient la sempiternelle question des bonnes résolutions. Ce dimanche 1er janvier au matin, aux premières heures de cette nouvelle année, nous avons croisé des motivés. Ce sera \"faire du sport, et maigrir un peu\", pour cet homme, \"faire des voyages et profiter de la vie surtout\", pour cette femme. Ce jeune homme voudrait \"arrêter de fumer\". Avec sa cigarette à la main, sa résolution semble déjà avoir du plomb dans l'aile. Des résolutions pour les autres Tout est question d'envie et de conviction. Pour soi, ou pour les autres. Un homme croisé à la boulangerie espère que sa femme prendra comme résolution d'un peu moins dépenser. Finalement, c'est peut être cet homme qui a trouvé la meilleure des résolutions : \"Comme d'habitude, rien du tout !\" C'est sûrement le seul qui tiendra parole."	Thomas Horeau	France 2	1	1	2017
22 novembre 1977 : le Concorde quittait pour la première fois Paris pour New York	"Il y a 40 ans, jour pour jour, le premier vol commercial entre Paris et New York ne mettait plus que 3 heures à bord du Concorde. Retour dans le temps.Il est 11 heures 11, le matin du 22 novembre 1977 quand le Concorde quitte l'aéroport de Paris-Charles de Gaulle pour son premier vol commercial à destination de New York. Un décollage qui ouvre enfin la voie de la rentabilité : Paris - New York se fait alors en 3 heures 30. Une aventure exceptionnelle. Une demie-heure après son décollage, le Concorde franchit Mach 1 le mur du son, au dessus du Cotentin. Puis, au bout d'une heure de vol, l'appareil atteint les 15 000 mètres d'altitude. 8 000 euros le billet \"C'est totalement vécu comme une révolution\", explique Gilles Aubagnac, conservateur en chef adjoint du musée de l'Air et de l'Espace du Bourget. \"C'est la rapidité et la contraction de l'espace\". Aujourd'hui, il faut encore plus de huit heures pour relier Paris et New-York. Avec le Concorde, il était possible de faire l'aller-retour dans la journée, allant plus vite que la rotation de la Terre. Il fallait toutefois y mettre le prix : 8 000 euros le billet en 2001."	Pierre-Yves Grenu	France 3	11	22	2017
23e édition du Skiopen Coq d'Or : les champions de ski de demain réunis à Megève	"On les appelle les Coqs d'Or, ce sont nos futurs champions de ski. La 23e édition du Skiopen Coq d'Or ouverte aux enfants de 10 à 14 ans vient de se tenir à Megève. Parmi les graines de champions, il y a aussi des citadins.Embouteillages à 2 000 mètres d'altitude, il est à peine 7 heures du matin à Genève (Suisse) et 1 600 jeunes se pressent pour participer à la plus grande course de l'année : le Skiopen du Coq d'Or. Il se déroulait du 29 mars à ce samedi 1er avril. Lou et son papa arrivent d'Arras (Pas-de-Calais). Après huit heures de route, la jeune fille de 14 ans vient se frotter aux montagnards. Elle a l'habitude des allers-retours. Surprise pour Lou, comme elle n'a pas d'entraîneur, c'est le champion de descente Brice Roger qui va l'aider à reconnaître le tracé. Les Coqs d'Or, c'est un peu comme les Jeux olympiques \"Lui comme il fait les courses, il sait comment prendre les portes et tout. Donc c'est un truc en plus\", se réjouit la jeune skieuse. \"Si je peux transmettre ma passion aux plus jeunes, c'est avec grand plaisir\", explique le descendeur de l'équipe de France de ski. Pour ces enfants de 10 à 14 ans, les Coqs d'Or, c'est un peu comme les Jeux olympiques. Ici, on vient se mesurer aux plus forts, mais aussi pour se faire repérer par les sélectionneurs de l'équipe de France. Pour Lou c'est terminé, elle a déchaussé pendant les sélections, mais l'année prochaine elle participera à la compétition du Ski d'Or, la compétition des plus de 14 ans."	Philippe Denis	France 3	4	1	2017
24 heures dans l’un des plus grands hypermarchés de France	L'essentiel Dans le Pas-de-Calais, 10 à 15.000 clients se pressent chaque jour dans les rayons de l’hypermarché Auchan de Noyelles-Godault. Et pour les accueillir dans les meilleures conditions, les salariés travaillent d'arrache-pied. D'autant que cette semaine, les journées sont très chargées, rentrée des classes oblige.  Ce reportage est issu du journal télévisé de 20h du 28 août 2017 présenté par Gilles Bouleau sur TF1. Vous retrouverez au programme du JT de 20h du 28/08/2017 des sujets sur l’actualité, des reportages en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	8	27	2017
30 ans d'Erasmus : les apprentis bénéficient aussi du dispositif	"Erasmus célèbre son 30e anniversaire. Un million de Français ont déjà profité de ce programme qui permet aux étudiants d'aller se former un petit peu partout en Europe. Ce dispositif s'adresse également aux apprentis.À Pleudaniel dans les Côtes-D'Armor, dans sa Bretagne natale, Aubin Sauvanetest est boucher-charcutier. Après un séjour de six mois en Italie, il n'a pas eu de mal à trouver du travail et même un CDI. \"On voit qu'ils sont motivés par rapport à leur parcours, qu'ils ont envie d'aller de l'avant. Ils peuvent aussi nous apporter des choses qu'ils ont appris là-bas, des façons de faire\", explique Roland Le Berre, patron d'Aubin. Il n'a pas oublié les savoirs-faire de Toscane France 2 avait déjà rencontré Aubin il y a six mois avec d'autres apprentis alors qu'il était apprenti à Florence en Italie. Boucher-charcutier, boulanger, pâtissier, tous étaient en stage chez les meilleurs artisans de la ville. De retour au pays, le jeune homme n'a pas oublié les savoirs-faire de Toscane. Il a aussi appris l'Italien. Et dans sa tête trotte toujours le projet d'ouvrir une boucherie avec un autre apprenti d'Erasmus : une boucherie traditionnelle avec un rayon spécialités italiennes. Le programme européen est pour lui une réussite."	Thomas Horeau	France 2	2	7	2017
